Message	isRefactoring
HttpClient resource management API made compatible with Java 7 'try with resources': HttpClientBuilder to return CloseableHttpClient and CloseableHttpClient to return CloseableHttpResponse objects which implement java.io.Closeable; made ClientChainExec interface and related classes package private	0
QPIDJMS 191: initialise the SslHandler before the connect attempt begins ensures certain config issues fail fast without attempting a socket connection	0
Straightened out ValueSerializer and ValueComparator	0
Expose endDate and startDate properties of TaskElement as IntraDayDate	0
commit step 1 of YQL switch	0
Balancing tests pass for a single page.	0
Parameters of translation are a collection instead of an array	0
CAMEL 2357: when using mocks you can not decide whether its when received or done for more fine grainend control.	0
matching the new db schema in the code	0
BZ1269333: Result of searching Assets in Business Central's 'Full Text Search' includes duplicate records	0
slowly upgrading everything for XDI2 library..	0
Core module in org.kercoin.magrit.core	0
Asynchronous annotation	0
Initial commit	0
HBASE 7462TestDrainingServer is an integration test. It should be a unit test instead (Gustavo Anatoly)	0
Reimplemented alternative costs a little (converted to interface)	0
Starting new Atom Protocol impl	0
Android binding	0
Load resoureces from classpath when using JUnit load them from filesystem when using CLI	0
[SPARK 8673] [LAUNCHER] API and infrastructure for communicating with child apps.	0
SONARJAVA 1889 Raise issue when accessing null array (#1040)	0
Reconciler provides cached AST if possible	0
JBPM 5530   Combine new forms API into jbpm wb forms modules (#606)	0
Flow for group management	0
ItEr33S14CUCreacionUnidadesPlanificacion: When a task constraint is violated it's notified to the task component	0
PropertiesUtils now support traversing.	0
Let us default to ALL when no keys are specified	0
Support Dropbox oauth2	0
SWITCHYARD 590 messageComposer setting ignored on Camel composite service bindings.	0
Wallet: expose the calculateAllSpendCandidates method as public.	0
Hide jobid column on startup	0
Merging offers adunit code base.	0
MNG 5639: Support resolution of Import Scope POMs from Repo that contains a ${parameter}	0
Switching machines.	0
save checkins	0
FUSETOOLS 2038   do not allow Route to be dropped on a route (#633)	0
That's right plugin.yml who needs you for commands? Too much effort.	0
Implemented Version description	0
flog support for rubyMetrics almost complete	0
PHP scanners: test files updated	0
Completed processing of array construction.	0
Writing memory now uses wait() notify(). Report mode now starts automatically.	0
Rayification.	0
PLFED 129: make STSClient configurable and make private instance var protected	0
JAAS login integrated in Questionnaires UI	0
Start work on customized ObjectReader CsvObjectReader to support better error handling	0
dependency tree flattened no dependencies recursively amongs java DU. Excluded maven dependencies are now ignored	0
Support a feature of distinct value on data set rorw.	0
tmf: Support folders in package import	0
Finished trend graph portlets.	0
1 use 443 to connect xapi 2. update Java binding to xenserver 5.6.100 1.jar	0
Brought back the stupidly large test.	0
RF# group roles validation	0
HSEARCH 2139 Avoiding superfluous field initializations and repeated looping	0
481006   SSL requests intermittently fail with EOFException when SSL renegotiation is disallowed.	0
Supported more question types	0
implemented SeparatedClassLoader	0
updated alignment.Link types according to v3 proposal	0
PRD 4652: Actively managing repaint offers nearly 60FPS	0
Search Solr by Skus	0
initial checkin	0
Trades History working	0
Bug 298671 Implement enough compatibility to bring up a simple view	0
Start with testing activiti 5 unit tests with activiti 6 engine for backwards compatibility	0
TOMEE 1832 avoid useless locking in dbcp2 + TOMEE 1833 ExceptionSelector to activate or not failover	0
Done GSA 515 Nanoscheduler / GSA 557 V3 nanoScheduler algorithm	0
[JBIDE 19048] implementing connection wizard(s)	0
Update content APIs	0
ItEr23S03ContornaItEr22S03: Doing defensive copy of array parameters	0
Updater: hide Dropbox URL handling behind Util methods	0
can access other user's public bubbles	0
NXP 2330 NXP 2319: Don't copy history when copying a document	0
FUSETOOLS 1981   Integrate CXF Code First Templates (#653)	0
Abstract Inventories & Inventory Components.	0
Test for the toString part of JAXEN 160	0
inheritance of namespace declarations for nested bundles	0
Experimental versions of downsampler and Ryan's deduper are now available either as walker attributes or from the command line.Not ready yet!Downsampling/dedupingworks in a general sense but this approach has not been completely optimized or validated. Use with caution.	0
converted all request executors to request builders	0
All working. Also filters fields in configuration (scidata.xml) that contains all the possible comments by the section a user attempts to enter a field from.	0
Make PutLargeFileTest thread safe	0
update more commons	0
Support write the date of Java script data type into report document	0
get put semi functional for a test	0
basic marshalling working.	0
Beta Release	0
work checkpoint before switching to another branch	0
SONAR 2084 draft of new page 'Password encryption'	0
Implement RFC7232 precedence algorithm for preconditions	0
[MOD] XQuery API: various updates to finalize RESTXQ	0
core: Do not pass VdsNetworkInterface as user overrides.	0
implement missing timelowerbound method	0
Aggregate exceptions from concurrently running tasks in the group	0
handle PrintFlsStatistics combined with PrintTenuringDistribution (#127)	0
[NEW] update rendering	0
[snipmatch] Bug 444353: Make Snipmatch editor extensions discoverable	0
CLOUDSTACK 6697: bigswitch networking plugin update	0
Fail fast when plugin is used with an unsupported version of Gradle	0
retrieve/place orders for logged in user	0
Updated validation for the new interfaces.	0
amend UserDefine rule part	0
Allow empty password in scm cvs url with pserver protocol. It's for anonymous connection	0
Update MapsManager on TreeModel updates	0
PLAN 4303: Symbol transparency persistence	0
use parm container pool instead of weakbuses	0
HEAD   172345 (enable failing tests and make them safe: console log)	0
support a file path to load tomee embedded configuration	0
increase coverage	0
Unify fetch and receive ObjectChecker setup	0
Line codes for line items	0
Started to implement read back from cache	0
Working on thread safety of RollingAppender related to LBCLASSIC 142	0
Only show warning dialog if save fails due to save participant.	0
Reload and document	0
Deploy2. Now with testing and database argument handling	0
tests   json   generate html report when data is too large	0
An actual semi working plugin now	0
JSFUNIT 183getManagedBeanValue() returns shallow objects for Seam conversation scope	0
NEW   bug 268743: Gallery example need update to show latest features https://bugs.eclipse.org/bugs/show_bug.cgi?id 268743	0
Got Aspect Orientation Sample running ... @DanielS will call you and explain ASAP	0
NEW   bug 308214: Allow bundle selection via features in OSGi launch configuration https://bugs.eclipse.org/bugs/show_bug.cgi?id 308214	0
Inital timer service implementation	0
A generic jdbc probe with a mysql and a postgress probe	0
JBIDE 5048   preparation for step 1 getting some APIs in order	0
MultiSound  > MultiClip; uses SoundBoard.	0
BUG 13358 site conf validation	0
316382: support a more strict SSL option with certificates	0
ldapadmin   testsuite	0
Bug 235586   Code templates: Include guard not unique Patch by Jens Elementhaler	0
Length validation.	0
Track whether a dependency is user specified and use that information to log (or not log) warnings for unsupported/private modules	0
Upgraded TestNG to 5.0	0
Plugin stuff	0
Depoyed plugin abstract.	0
Only ignore certain nbt tags on the first compound level	0
[SPR 6017] updated DBDR and BDPD to allow for overriding of namespace specific methods	0
Multi module maven	0
reorg some test support files	0
fail fast impl. for new client module	0
JUnit test threads with GroboTestingJUnit	0
DataCiteConnector: don't rely on handles.	0
XWIKI 4970: Issues converting a macro from 1.0 to 2.0 Syntax when it contains quotes XWIKI 5252: Converter does not takes into account escaped velocity macros/variables	0
tools: notifier: implement and use transport.idle().	0
Passed Tests...Will write documents later	0
Adapted code to work without session.	0
Update to 1.3.0	0
Enable custom messages for startServing()	0
Boot dash: tree view  first crude implementation (very incomplete!!!)	0
PRD 2087: Widow calculation metrics work but widow itself breaks layout	0
Revert   Leaving only pyqt4 integration as gtk/pyside had issues.  	0
completed mail integration	0
CheckIn:Bugzilla244688  Cannot select Derived Measure in Aggregation Builder	0
Full crypto library including wrapper for sync WBOs and tests	0
Implemented Blockrandomization (for now without strata).	0
XWIKI 3466: Allow component mappings to be done using annotations	0
Make room for new solr 1.4.0 build process.	0
Attempt to update to 1.5	0
@Required / @Allows flags for main arguments.	0
[SUREFIRE 972] Bizarre NoClassDef found errro	0
Adopt ITextHoverExtension2	0
[GSCOLLECT 830] Deprecate com.gs.collections.api.block.procedure.ObjectIntProcedure.	0
* Undoing the package redefinition	0
Parameterize InvocationService on the ClientObject type expected to call the service and generate InvocationProviders that take that type instead of just ClientObject.	0
